p1_sets,p2_sets,sub_set,game_no,p1_games,p2_games,sub_game,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,sub_point,game_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,sub_point_squared,serve_no_squared,player1_quality,player2_quality,elo1,elo2,elo1_squared,elo2_squared,player1_quality_squared,player2_quality_squared
0,1,-1,4,2,1,1,1,0,1,1,1,56,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.464560205,0.535439795,0.507756825,0.492243175,0.515509917,0.484490083,0.429474723,0.570525277
0,1,-1,4,2,1,1,2,0,1,1,1,57,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.464560205,0.535439795,0.501583042,0.498416958,0.503166052,0.496833948,0.429474723,0.570525277
0,1,-1,4,2,1,1,2,1,1,1,2,57,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.464560205,0.535439795,0.506689996,0.493310004,0.513377596,0.486622404,0.429474723,0.570525277
0,1,-1,4,2,1,1,3,1,1,1,1,58,54,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.464560205,0.535439795,0.500636044,0.499363956,0.501272085,0.498727915,0.429474723,0.570525277
0,1,-1,4,2,1,1,3,2,1,1,2,58,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.464560205,0.535439795,0.505851957,0.494148043,0.511702312,0.488297688,0.429474723,0.570525277
0,1,-1,4,2,1,1,3,3,1,2,2,58,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,0.464560205,0.535439795,0.49989271,0.50010729,0.49978542,0.50021458,0.429474723,0.570525277
0,1,-1,4,2,1,1,3,4,1,1,2,58,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0.509433962,0.490566038,0.494615926,0.505384074,0.489233101,0.510766899,0.51886121,0.48113879
0,1,-1,4,2,1,1,3,3,1,1,1,59,57,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.509433962,0.490566038,0.489943832,0.510056168,0.479895796,0.520104204,0.51886121,0.48113879
0,1,-1,4,2,1,1,3,4,1,1,2,59,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.509433962,0.490566038,0.496372584,0.503627416,0.492745549,0.507254451,0.51886121,0.48113879
0,1,-1,5,2,2,0,0,0,2,1,2,59,59,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.509433962,0.490566038,0.502078476,0.497921524,0.50415688,0.49584312,0.51886121,0.48113879
0,1,-1,5,2,2,0,1,0,2,1,1,60,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.509433962,0.490566038,0.507128482,0.492871518,0.514254066,0.485745934,0.51886121,0.48113879
0,1,-1,5,2,2,0,1,1,2,1,2,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.518518518,0.481481482,0.511603445,0.488396555,0.523194398,0.476805602,0.536986301,0.463013699
0,1,-1,5,2,2,0,2,1,2,1,1,61,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0.518518518,0.481481482,0.505006113,0.494993887,0.510011223,0.489988777,0.536986301,0.463013699
0,1,-1,5,2,2,0,2,2,2,1,2,61,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.518518518,0.481481482,0.50972117,0.49027883,0.519434993,0.480565007,0.536986301,0.463013699
0,1,-1,5,2,2,0,2,3,2,1,2,61,62,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.518518518,0.481481482,0.503329253,0.496670747,0.50665821,0.49334179,0.536986301,0.463013699
0,1,-1,6,2,3,-1,0,0,1,1,2,61,63,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.518518518,0.481481482,0.508235764,0.491764236,0.516467061,0.483532939,0.536986301,0.463013699
0,1,-1,6,2,3,-1,0,1,1,1,2,61,64,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.518518518,0.481481482,0.502008479,0.497991521,0.504016893,0.495983107,0.536986301,0.463013699
0,1,-1,6,2,3,-1,1,1,1,1,1,62,64,-2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.476190476,0.523809524,0.496488255,0.503511745,0.492976857,0.507023143,0.452488688,0.547511312
0,1,-1,6,2,3,-1,1,2,1,1,2,62,65,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.476190476,0.523809524,0.491602638,0.508397362,0.483210012,0.516789988,0.452488688,0.547511312
0,1,-1,6,2,3,-1,1,3,1,1,2,62,66,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.476190476,0.523809524,0.487269659,0.512730341,0.474555812,0.525444188,0.452488688,0.547511312
0,1,-1,7,2,4,-2,0,0,2,1,2,62,67,-5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1,0.476190476,0.523809524,0.483409761,0.516590239,0.466856012,0.533143988,0.452488688,0.547511312
0,1,-1,7,2,4,-2,0,1,2,1,2,62,68,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0.476190476,0.523809524,0.490530005,0.509469995,0.481066802,0.518933198,0.452488688,0.547511312
0,1,-1,7,2,4,-2,0,2,2,1,2,62,69,-7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,1,0.476190476,0.523809524,0.496894231,0.503105769,0.493788701,0.506211299,0.452488688,0.547511312
0,1,-1,7,2,4,-2,0,3,2,1,2,62,70,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0.476190476,0.523809524,0.502540388,0.497459612,0.505080645,0.494919355,0.452488688,0.547511312
0,1,-1,8,2,5,-3,0,0,1,1,2,62,71,-9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81,1,0.476190476,0.523809524,0.496959077,0.503040923,0.493918378,0.506081622,0.452488688,0.547511312
0,1,-1,8,2,5,-3,1,0,1,1,1,63,71,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0.476190476,0.523809524,0.502597802,0.497402198,0.505195463,0.494804537,0.452488688,0.547511312
0,1,-1,8,2,5,-3,2,0,1,1,1,64,71,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0.476190476,0.523809524,0.507588173,0.492411827,0.515172852,0.484827148,0.452488688,0.547511312
0,1,-1,8,2,5,-3,3,0,1,1,1,65,71,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0.476190476,0.523809524,0.501433275,0.498566725,0.502866527,0.497133473,0.452488688,0.547511312
0,1,-1,8,2,5,-3,3,1,1,1,2,65,72,-7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,1,0.476190476,0.523809524,0.495979181,0.504020819,0.491958881,0.508041119,0.452488688,0.547511312
0,1,-1,9,3,5,-2,0,0,2,1,1,66,72,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0.476190476,0.523809524,0.501730053,0.498269947,0.503460064,0.496539936,0.452488688,0.547511312
0,1,-1,9,3,5,-2,0,1,2,1,2,66,73,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0.476190476,0.523809524,0.506820103,0.493179897,0.513637669,0.486362331,0.452488688,0.547511312
0,1,-1,9,3,5,-2,1,1,2,1,1,67,73,-6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,1,0.462686567,0.537313433,0.511329764,0.488670236,0.522647899,0.477352101,0.425786442,0.574213558
0,1,-1,9,3,5,-2,1,2,2,1,2,67,74,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0.462686567,0.537313433,0.515340329,0.484659671,0.530651805,0.469348195,0.425786442,0.574213558
0,1,-1,9,3,5,-2,1,3,2,1,2,67,75,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0.462686567,0.537313433,0.508347911,0.491652089,0.51669117,0.48330883,0.425786442,0.574213558
0,1,-1,9,3,5,-2,2,3,2,2,1,68,75,-7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0.462686567,0.537313433,0.502108126,0.497891874,0.504216178,0.495783822,0.425786442,0.574213558
0,1,-1,9,3,5,-2,3,3,2,1,1,69,75,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0.462686567,0.537313433,0.507154726,0.492845274,0.514306522,0.485693478,0.425786442,0.574213558
0,1,-1,9,3,5,-2,4,3,2,1,1,70,75,-5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,1,0.462686567,0.537313433,0.511626739,0.488373261,0.523240912,0.476759088,0.425786442,0.574213558
0,1,-1,9,3,5,-2,3,3,2,1,2,70,76,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36,1,0.462686567,0.537313433,0.50502689,0.49497311,0.510052764,0.489947236,0.425786442,0.574213558
0,1,-1,9,3,5,-2,3,4,2,1,2,70,77,-7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0.462686567,0.537313433,0.509739583,0.490260417,0.519471778,0.480528222,0.425786442,0.574213558
0,2,-2,1,0,0,0,0,0,1,1,2,70,78,-8,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0.411862991,0.588137009,0.513923911,0.486076089,0.527826242,0.472173758,0.329038197,0.670961803
0,2,-2,1,0,0,0,0,1,1,2,2,70,79,-9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,81,4,0.411862991,0.588137009,0.507079071,0.492920929,0.514155305,0.485844695,0.329038197,0.670961803
0,2,-2,1,0,0,0,1,1,1,1,1,71,79,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0.411862991,0.588137009,0.511559589,0.488440411,0.523106828,0.476893172,0.329038197,0.670961803
0,2,-2,1,0,0,0,2,1,1,1,1,72,79,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0.411862991,0.588137009,0.515545271,0.484454729,0.531060519,0.468939481,0.329038197,0.670961803
0,2,-2,1,0,0,0,2,2,1,1,2,72,80,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0.411862991,0.588137009,0.519110008,0.480889992,0.538164268,0.461835732,0.329038197,0.670961803
0,2,-2,1,0,0,0,3,2,1,1,1,73,80,-7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,1,0.411862991,0.588137009,0.511739439,0.488260561,0.523465943,0.476534057,0.329038197,0.670961803
0,2,-2,1,0,0,0,3,3,1,1,2,73,81,-8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0.473721591,0.526278409,0.515705692,0.484294308,0.531380421,0.468619579,0.447587956,0.552412044
0,2,-2,1,0,0,0,3,4,1,2,2,73,82,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4,0.473721591,0.526278409,0.50867567,0.49132433,0.517346117,0.482653883,0.447587956,0.552412044
0,2,-2,1,0,0,0,3,3,1,2,1,74,82,-8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,0.473721591,0.526278409,0.512977689,0.487022311,0.525937904,0.474062096,0.447587956,0.552412044
0,2,-2,1,0,0,0,3,4,1,1,2,74,83,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0.473721591,0.526278409,0.516811227,0.483188773,0.533584489,0.466415511,0.447587956,0.552412044
0,2,-2,2,0,1,-1,0,0,2,1,2,74,84,-10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,1,0.473721591,0.526278409,0.509668628,0.490331372,0.519330028,0.480669972,0.447587956,0.552412044
0,2,-2,2,0,1,-1,0,1,2,1,2,74,85,-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,0.473721591,0.526278409,0.503282498,0.496717502,0.506564714,0.493435286,0.447587956,0.552412044
0,2,-2,2,0,1,-1,1,1,2,1,1,75,85,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0.539534884,0.460465116,0.497616092,0.502383908,0.495232293,0.504767707,0.578578493,0.421421507
0,2,-2,2,0,1,-1,2,1,2,1,1,76,85,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0.539534884,0.460465116,0.50317944,0.49682056,0.506358623,0.493641377,0.578578493,0.421421507
0,2,-2,2,0,1,-1,3,1,2,1,1,77,85,-8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,1,0.539534884,0.460465116,0.497524841,0.502475159,0.495049802,0.504950198,0.578578493,0.421421507
0,2,-2,2,0,1,-1,3,2,2,1,2,77,86,-9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0.539534884,0.460465116,0.492520392,0.507479608,0.485044131,0.514955869,0.578578493,0.421421507
0,2,-2,3,1,1,0,0,0,1,1,1,78,86,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0.539534884,0.460465116,0.488084849,0.511915151,0.476183223,0.523816777,0.578578493,0.421421507
0,2,-2,3,1,1,0,0,1,1,1,2,78,87,-9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0.539534884,0.460465116,0.494715815,0.505284185,0.48943281,0.51056719,0.578578493,0.421421507
0,2,-2,3,1,1,0,0,2,1,1,2,78,88,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0.539534884,0.460465116,0.500610647,0.499389353,0.501221291,0.498778709,0.578578493,0.421421507
0,2,-2,3,1,1,0,0,3,1,1,2,78,89,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,0.539534884,0.460465116,0.505829484,0.494170516,0.511657383,0.488342617,0.578578493,0.421421507
0,2,-2,3,1,1,0,1,3,1,1,1,79,89,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0.336215842,0.663784158,0.510451055,0.489548945,0.520892982,0.479107018,0.2041741,0.7958259
0,2,-2,3,1,2,-1,0,0,2,1,2,79,90,-11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,0.336215842,0.663784158,0.514557304,0.485442696,0.52908995,0.47091005,0.2041741,0.7958259
0,2,-2,3,1,2,-1,0,1,2,1,2,79,91,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0.336215842,0.663784158,0.507646125,0.492353875,0.515288674,0.484711326,0.2041741,0.7958259
0,2,-2,3,1,2,-1,0,2,2,1,2,79,92,-13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169,1,0.336215842,0.663784158,0.501484735,0.498515265,0.502969443,0.497030557,0.2041741,0.7958259
0,2,-2,3,1,2,-1,1,2,2,2,1,80,92,-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,144,4,0.336215842,0.663784158,0.496024722,0.503975278,0.492049946,0.507950054,0.2041741,0.7958259
0,2,-2,3,1,2,-1,2,2,2,2,1,81,92,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,4,0.336215842,0.663784158,0.50177039,0.49822961,0.503540735,0.496459265,0.2041741,0.7958259
0,2,-2,3,1,2,-1,2,3,2,1,2,81,93,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,144,1,0.336215842,0.663784158,0.506855803,0.493144197,0.513709029,0.486290971,0.2041741,0.7958259
0,2,-2,3,1,3,-2,0,0,1,1,2,81,94,-13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169,1,0.336215842,0.663784158,0.500783171,0.499216829,0.501566338,0.498433662,0.2041741,0.7958259
0,2,-2,3,1,3,-2,0,1,1,1,2,81,95,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1,0.336215842,0.663784158,0.50598215,0.49401785,0.511962588,0.488037412,0.2041741,0.7958259
0,2,-2,3,1,3,-2,1,1,1,1,1,82,95,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0.336215842,0.663784158,0.50000816,0.49999184,0.500016319,0.499983681,0.2041741,0.7958259
0,2,-2,3,1,3,-2,2,1,1,1,1,83,95,-12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0.336215842,0.663784158,0.505296357,0.494703643,0.510591525,0.489408475,0.2041741,0.7958259
0,2,-2,3,1,3,-2,3,1,1,1,1,84,95,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,0.336215842,0.663784158,0.509978414,0.490021586,0.519948884,0.480051116,0.2041741,0.7958259
0,2,-2,3,2,3,-1,0,0,2,1,1,85,95,-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0.336215842,0.663784158,0.503558202,0.496441798,0.507116043,0.492883957,0.2041741,0.7958259
0,2,-2,3,2,3,-1,0,1,2,1,2,85,96,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,0.336215842,0.663784158,0.49786023,0.50213977,0.495720538,0.504279462,0.2041741,0.7958259
0,2,-2,3,2,3,-1,0,2,2,1,2,85,97,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0.336215842,0.663784158,0.503395538,0.496604462,0.506790763,0.493209237,0.2041741,0.7958259
0,2,-2,3,2,3,-1,1,2,2,1,1,86,97,-11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121,1,0.336215842,0.663784158,0.508294459,0.491705541,0.516584354,0.483415646,0.2041741,0.7958259
0,2,-2,3,2,3,-1,2,2,2,1,1,87,97,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0.336215842,0.663784158,0.50206063,0.49793937,0.50412119,0.49587881,0.2041741,0.7958259
0,2,-2,3,2,3,-1,2,3,2,1,2,87,98,-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121,1,0.336215842,0.663784158,0.496534414,0.503465586,0.493069161,0.506930839,0.2041741,0.7958259
0,2,-2,3,2,4,-2,0,0,1,1,2,87,99,-12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0.336215842,0.663784158,0.502221786,0.497778214,0.504443484,0.495556516,0.2041741,0.7958259
0,2,-2,3,2,4,-2,0,1,1,1,2,87,100,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0.336215842,0.663784158,0.507255329,0.492744671,0.514507602,0.485492398,0.2041741,0.7958259
0,2,-2,3,2,4,-2,1,1,1,2,1,88,100,-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,144,4,0.336215842,0.663784158,0.501137768,0.498862232,0.502275524,0.497724476,0.2041741,0.7958259
0,2,-2,3,2,4,-2,2,1,1,1,1,89,100,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,0.336215842,0.663784158,0.495717668,0.504282332,0.491435964,0.508564036,0.2041741,0.7958259
0,2,-2,3,2,4,-2,2,2,1,1,2,89,101,-12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144,1,0.336215842,0.663784158,0.501498403,0.498501597,0.502996778,0.497003222,0.2041741,0.7958259
0,2,-2,3,2,4,-2,2,3,1,1,2,89,102,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0.336215842,0.663784158,0.50661509,0.49338491,0.513227865,0.486772135,0.2041741,0.7958259
0,2,-2,3,2,5,-3,0,0,2,1,2,89,103,-14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1,0.336215842,0.663784158,0.500569584,0.499430416,0.501139166,0.498860834,0.2041741,0.7958259
0,2,-2,3,2,5,-3,1,0,2,1,1,90,103,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0.336215842,0.663784158,0.505793148,0.494206852,0.51158474,0.48841526,0.2041741,0.7958259
0,2,-2,3,2,5,-3,1,1,2,1,2,90,104,-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,196,1,0.336215842,0.663784158,0.499840563,0.500159437,0.499681127,0.500318873,0.2041741,0.7958259
0,2,-2,3,2,5,-3,1,2,2,1,2,90,105,-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225,1,0.336215842,0.663784158,0.505148055,0.494851945,0.510295019,0.489704981,0.2041741,0.7958259
0,2,-2,3,2,5,-3,2,2,2,1,1,91,105,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1,0.336215842,0.663784158,0.499268696,0.500731304,0.498537395,0.501462605,0.2041741,0.7958259
0,2,-2,3,2,5,-3,3,2,2,1,1,92,105,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0.336215842,0.663784158,0.494063747,0.505936253,0.488129167,0.511870833,0.2041741,0.7958259
0,2,-2,3,3,5,-2,0,0,1,1,1,93,105,-12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,144,1,0.336215842,0.663784158,0.500032541,0.499967459,0.500065082,0.499934918,0.2041741,0.7958259
0,2,-2,3,3,5,-2,0,1,1,1,2,93,106,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0.336215842,0.663784158,0.505317931,0.494682069,0.510634659,0.489365341,0.2041741,0.7958259
0,2,-2,3,3,5,-2,0,2,1,1,2,93,107,-14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1,0.453900709,0.546099291,0.509997538,0.490002462,0.519987085,0.480012915,0.408578554,0.591421446
0,2,-2,3,3,5,-2,0,3,1,1,2,93,108,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,1,0.453900709,0.546099291,0.514153497,0.485846503,0.52828433,0.47171567,0.408578554,0.591421446
