p1_sets,p2_sets,sub_set,game_no,p1_games,p2_games,sub_game,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,sub_point,game_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,player1_quality,player2_quality,elo1,elo2,sub_point_squared,serve_no_squared,elo1_squared,elo2_squared,player1_quality_squared,player2_quality_squared,lasso_game_victor,player1_performance,player2_performance
0,0,0,5,2,2,0,0,0,2,2,2,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178082192,0.821917808,0.517338238,0.482661762,1,4,0.53463483,0.46536517,0.04483948,0.95516052,0.130708079,0.799094379,0.200905696
0,0,0,5,2,2,0,0,1,2,1,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178082192,0.821917808,0.506937363,0.493062637,0,1,0.513872056,0.486127944,0.04483948,0.95516052,0.016267273,0.973286331,0.026713653
0,0,0,5,2,2,0,0,2,2,2,1,15,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.178082192,0.821917808,0.497699912,0.502300088,1,4,0.495399922,0.504600078,0.04483948,0.95516052,0.155960904,0.663691163,0.336308867
0,0,0,5,2,2,0,1,2,2,1,2,15,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178082192,0.821917808,0.506405765,0.493594235,0,1,0.512809428,0.487190572,0.04483948,0.95516052,0.002809192,0.995979905,0.004020068
0,0,0,5,2,2,0,1,3,2,1,2,15,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178082192,0.821917808,0.497229013,0.502770987,1,1,0.494458196,0.505541804,0.04483948,0.95516052,-0.103147404,0.087444142,0.912555873
0,0,0,6,2,3,-1,0,0,1,1,1,16,16,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801980198,0.198019802,0.489106751,0.510893249,0,1,0.478223837,0.521776163,0.942536992,0.057463008,0.880402526,0.090908095,0.90909189
0,0,0,6,2,3,-1,1,0,1,2,2,16,17,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801980198,0.198019802,0.498792867,0.501207133,1,4,0.497585748,0.502414252,0.942536992,0.057463008,0.744334612,0.09561538,0.904384673
0,0,0,6,2,3,-1,1,1,1,1,1,17,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801980198,0.198019802,0.490490699,0.509509301,0,1,0.480988274,0.519011726,0.942536992,0.057463008,0.866944444,0.223729745,0.77627027
0,0,0,6,2,3,-1,2,1,1,1,1,18,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801980198,0.198019802,0.500020532,0.499979468,1,1,0.500041064,0.499958936,0.942536992,0.057463008,0.959327581,0.000684964,0.999315023
0,0,0,6,2,3,-1,3,1,1,1,1,19,17,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.801980198,0.198019802,0.5084593,0.4915407,4,1,0.516913759,0.483086241,0.942536992,0.057463008,1.05159534,0.998998821,0.001001132
0,0,0,7,3,3,0,0,0,2,1,2,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.857142857,0.515930818,0.484069182,1,1,0.531829324,0.468170676,0.027027027,0.972972973,0.119092414,0.998654962,0.001345017
0,0,0,7,3,3,0,0,1,2,1,2,19,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.857142857,0.505683911,0.494316089,0,1,0.511366354,0.488633646,0.027027027,0.972972973,0.013251196,0.951231182,0.048768822
0,0,0,7,3,3,0,0,2,2,1,2,19,20,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.857142857,0.496589702,0.503410298,1,1,0.493179722,0.506820278,0.027027027,0.972972973,-0.0927054,0.989540279,0.010459694
0,0,0,7,3,3,0,0,3,2,1,2,19,21,-2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.857142857,0.488540912,0.511459088,4,1,0.477093856,0.522906144,0.027027027,0.972972973,-0.198777373,0.089225404,0.910774529
0,0,0,8,3,4,-1,0,0,1,1,2,19,22,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.803370786,0.196629214,0.481408418,0.518591582,9,1,0.462868175,0.537131825,0.943480668,0.056519332,0.642443024,0.757513404,0.242486596
0,0,0,8,3,4,-1,0,1,1,1,1,20,22,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803370786,0.196629214,0.475062995,0.524937005,4,1,0.450249741,0.549750259,0.943480668,0.056519332,0.773883199,0.414334685,0.585665286
0,0,0,8,3,4,-1,1,1,1,1,2,20,23,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.803370786,0.196629214,0.486269295,0.513730705,9,1,0.472559283,0.527440717,0.943480668,0.056519332,0.628984942,0.765866995,0.23413296
0,0,0,8,3,4,-1,1,2,1,2,2,20,24,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.803370786,0.196629214,0.479390744,0.520609256,16,4,0.458851397,0.541148603,0.943480668,0.056519332,0.531281802,0.602149785,0.397850186
0,0,0,8,3,4,-1,1,3,1,2,2,20,25,-5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.803370786,0.196629214,0.473261762,0.526738238,25,4,0.446676017,0.553323983,0.943480668,0.056519332,0.157156923,0.999217391,0.000782629
0,0,0,9,3,5,-2,0,0,2,2,1,21,25,-4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.189189189,0.810810811,0.467769404,0.532230596,16,4,0.435805551,0.564194449,0.051633298,0.948366702,0.339735311,0.999467313,0.000532684
0,0,0,9,3,5,-2,1,0,2,1,2,21,26,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189189189,0.810810811,0.479699333,0.520300667,25,1,0.459465486,0.540534514,0.051633298,0.948366702,0.18600671,0.999446452,0.000553557
0,0,0,9,3,5,-2,1,1,2,1,1,22,26,-4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.189189189,0.810810811,0.473537452,0.526462548,16,1,0.447222736,0.552777264,0.051633298,0.948366702,0.317677641,0.998919606,0.001080453
0,0,0,9,3,5,-2,2,1,2,1,2,22,27,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189189189,0.810810811,0.484899455,0.515100545,25,1,0.469826431,0.530173569,0.051633298,0.948366702,0.172548629,0.999162674,0.000837386
0,0,0,9,3,5,-2,2,2,2,1,2,22,28,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189189189,0.810810811,0.478172665,0.521827335,36,1,0.456428367,0.543571633,0.051633298,0.948366702,0.066015145,0.999455154,0.000544797
0,0,0,9,3,5,-2,2,3,2,1,2,22,29,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.189189189,0.810810811,0.472172799,0.527827201,49,1,0.44451745,0.55548255,0.051633298,0.948366702,-0.040633716,0.040317629,0.959682405
0,1,-1,1,0,0,0,0,0,1,1,1,23,29,-6,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814159292,0.185840708,0.466789936,0.533210064,36,1,0.433871607,0.566128393,0.95047726,0.04952274,0.890565462,0.0007019,0.999298096
0,1,-1,1,0,0,0,1,0,1,1,1,24,29,-5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.814159292,0.185840708,0.478812849,0.521187151,25,1,0.457701649,0.542298351,0.95047726,0.04952274,0.983640864,0.001094475,0.99890554
0,1,-1,1,0,0,0,2,0,1,1,1,25,29,-4,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.814159292,0.185840708,0.489627539,0.510372461,16,1,0.479264002,0.520735998,0.95047726,0.04952274,1.076600889,0.000349677,0.999650359
0,1,-1,1,0,0,0,3,0,1,1,1,26,29,-3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814159292,0.185840708,0.499254941,0.500745059,9,1,0.498509886,0.501490114,0.95047726,0.04952274,1.169445536,0.734084666,0.265915334
0,1,-1,2,1,0,1,0,0,2,1,2,26,30,-4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.132653061,0.867346939,0.507781849,0.492218151,16,1,0.515559928,0.484440072,0.02285637,0.97714363,0.128874276,0.99940455,0.000595429
0,1,-1,2,1,0,1,0,1,2,1,2,26,31,-5,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.132653061,0.867346939,0.498448147,0.501551853,25,1,0.496896324,0.503103676,0.02285637,0.97714363,0.02245617,0.999411583,0.000588487
0,1,-1,2,1,0,1,0,2,2,2,1,27,31,-4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.132653061,0.867346939,0.490185652,0.509814348,16,4,0.480378863,0.519621137,0.02285637,0.97714363,0.162726689,0.701486945,0.298513025
0,1,-1,2,1,0,1,1,2,2,2,2,27,32,-5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.132653061,0.867346939,0.499750002,0.500249998,25,4,0.499500004,0.500499996,0.02285637,0.97714363,0.017597677,0.993476689,0.006523337
0,1,-1,2,1,0,1,1,3,2,1,2,27,33,-6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132653061,0.867346939,0.491337652,0.508662348,36,1,0.482680502,0.517319498,0.02285637,0.97714363,-0.097535395,0.086893559,0.913106382
0,1,-1,3,1,1,0,0,0,1,1,1,28,33,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911894273,0.088105727,0.483889195,0.516110805,25,1,0.467811808,0.532188192,0.990751231,0.009248769,0.900982776,0.099770762,0.900229275
0,1,-1,3,1,1,0,1,0,1,1,1,29,33,-4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911894273,0.088105727,0.494155865,0.505844135,16,1,0.488313326,0.511686674,0.990751231,0.009248769,0.9939428,0.07888376,0.921116173
0,1,-1,3,1,1,0,2,0,1,1,1,30,33,-3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911894273,0.088105727,0.503268406,0.496731594,9,1,0.506536533,0.493463467,0.990751231,0.009248769,1.086787447,0.000396119,0.999603927
0,1,-1,3,1,1,0,3,0,1,1,1,31,33,-2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911894273,0.088105727,0.511333498,0.488666502,4,1,0.522655357,0.477344643,0.990751231,0.009248769,1.179516717,0.999475896,0.000524182
0,1,-1,4,2,1,1,0,0,2,1,2,31,34,-3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0.869565217,0.518480108,0.481519892,9,1,0.536909795,0.463090205,0.02200489,0.97799511,0.130629592,0.954927146,0.045072883
0,1,-1,4,2,1,1,0,1,2,2,2,31,35,-4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0.869565217,0.507955314,0.492044686,16,4,0.515906601,0.484093399,0.02200489,0.97799511,0.032926452,0.712697387,0.287302613
0,1,-1,4,2,1,1,0,2,2,2,2,31,36,-5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0.869565217,0.49860187,0.50139813,25,4,0.497203761,0.502796239,0.02200489,0.97799511,-0.073491654,0.993674517,0.006325522
0,1,-1,4,2,1,1,0,3,2,1,2,31,37,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0.869565217,0.490321684,0.509678316,36,1,0.480650617,0.519349383,0.02200489,0.97799511,-0.188624726,0.052534726,0.947465241
0,1,-1,5,2,2,0,0,0,1,2,1,32,37,-5,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.818181818,0.181818182,0.482988382,0.517011618,25,4,0.466016102,0.533983898,0.952941176,0.047058824,0.902138045,0.088851094,0.911148906
0,1,-1,5,2,2,0,1,0,1,1,1,33,37,-4,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.818181818,0.181818182,0.493353644,0.506646356,16,1,0.486709636,0.513290364,0.952941176,0.047058824,0.986498482,0.00046762,0.999532342
0,1,-1,5,2,2,0,2,0,1,1,1,34,37,-3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.818181818,0.181818182,0.502557877,0.497442123,9,1,0.50511562,0.49488438,0.952941176,0.047058824,1.079343129,0.000372891,0.999627113
0,1,-1,5,2,2,0,3,0,1,1,1,35,37,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818,0.181818182,0.510704642,0.489295358,4,1,0.521399475,0.478600525,0.952941176,0.047058824,1.172072398,0.857860684,0.142139256
0,1,-1,6,3,2,1,0,0,2,2,1,36,37,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.137931034,0.862068966,0.51792204,0.48207796,1,4,0.535798086,0.464201914,0.024960998,0.975039002,0.377654595,0.733083904,0.266916096
0,1,-1,6,3,2,1,1,0,2,2,2,36,38,-2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.137931034,0.862068966,0.524339957,0.475660043,4,4,0.548564829,0.451435171,0.024960998,0.975039002,0.232871715,0.941816807,0.058183152
0,1,-1,6,3,2,1,1,1,2,1,2,36,39,-3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137931034,0.862068966,0.513195182,0.486804818,9,1,0.526371998,0.473628002,0.024960998,0.975039002,0.118084776,0.992000103,0.007999899
0,1,-1,6,3,2,1,1,2,2,1,2,36,40,-4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137931034,0.862068966,0.50325109,0.49674891,16,1,0.506501906,0.493498094,0.024960998,0.975039002,0.011782048,0.99911648,0.000883529
0,1,-1,6,3,2,1,1,3,2,1,2,36,41,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137931034,0.862068966,0.494435907,0.505564093,25,1,0.488873193,0.511126807,0.024960998,0.975039002,-0.094636058,0.060507756,0.939492285
0,1,-1,7,3,3,0,0,0,1,1,1,37,41,-4,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.8,0.2,0.486634138,0.513365862,16,1,0.473287365,0.526712635,0.941176471,0.058823529,0.8931718,0.010381585,0.989618361
0,1,-1,7,3,3,0,1,0,1,1,1,38,41,-3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.49659725,0.50340275,9,1,0.493194814,0.506805186,0.941176471,0.058823529,0.986016447,0.001298856,0.998701096
0,1,-1,7,3,3,0,2,0,1,1,1,39,41,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.505429857,0.494570143,4,1,0.510858433,0.489141567,0.941176471,0.058823529,1.078745717,0.000351391,0.999648571
0,1,-1,7,3,3,0,3,0,1,2,1,40,41,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.513246994,0.486753006,1,4,0.526475404,0.473524596,0.941176471,0.058823529,1.179959197,0.999148965,0.000851068
0,1,-1,8,4,3,1,0,0,2,1,2,40,42,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264770241,0.735229759,0.520179391,0.479820609,4,1,0.540293152,0.459706848,0.114798059,0.885201941,0.151775105,0.999046743,0.000953262
0,1,-1,8,4,3,1,0,1,2,1,1,41,42,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264770241,0.735229759,0.509471958,0.490528042,1,1,0.518937121,0.481062879,0.114798059,0.885201941,0.283099903,0.964559138,0.035440873
0,1,-1,8,4,3,1,1,1,2,2,2,41,43,-2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.264770241,0.735229759,0.516828618,0.483171382,4,4,0.533619151,0.466380849,0.114798059,0.885201941,0.146916612,0.999478996,0.000521073
0,1,-1,8,4,3,1,1,2,2,1,2,41,44,-3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.264770241,0.735229759,0.506483341,0.493516659,9,1,0.512964502,0.487035498,0.114798059,0.885201941,0.032129673,0.999372303,0.000627745
0,1,-1,8,4,3,1,1,3,2,2,1,42,44,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.264770241,0.735229759,0.497297726,0.502702274,4,4,0.494595609,0.505404391,0.114798059,0.885201941,0.172169436,0.998321116,0.001678919
0,1,-1,8,4,3,1,2,3,2,2,2,42,45,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.264770241,0.735229759,0.506049828,0.493950172,9,4,0.512097885,0.487902115,0.114798059,0.885201941,0.027271179,0.061670154,0.938329875
0,1,-1,9,4,4,0,0,0,1,2,1,43,45,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816901408,0.183098592,0.49691376,0.50308624,4,4,0.493827755,0.506172245,0.952165299,0.047834701,0.907461396,0.000397888,0.999602139
0,1,-1,9,4,4,0,1,0,1,2,2,43,46,-3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.816901408,0.183098592,0.505709999,0.494290001,9,4,0.511418509,0.488581491,0.952165299,0.047834701,0.762563139,0.000377751,0.999622226
0,1,-1,9,4,4,0,1,1,1,1,1,44,46,-2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816901408,0.183098592,0.496612805,0.503387195,4,1,0.49322592,0.50677408,0.952165299,0.047834701,0.885403727,0.000509375,0.999490619
0,1,-1,9,4,4,0,2,1,1,1,2,44,47,-3,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.816901408,0.183098592,0.505443625,0.494556375,9,1,0.51088596,0.48911404,0.952165299,0.047834701,0.74050547,0.002818487,0.997181535
0,1,-1,9,4,4,0,2,2,1,1,1,45,47,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816901408,0.183098592,0.496376921,0.503623079,4,1,0.492754223,0.507245777,0.952165299,0.047834701,0.871945645,0.002650144,0.997349858
0,1,-1,9,4,4,0,3,2,1,1,1,46,47,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816901408,0.183098592,0.505234837,0.494765163,1,1,0.510468526,0.489531474,0.952165299,0.047834701,0.964559537,0.999531388,0.000468614
0,1,-1,10,5,4,1,0,0,2,2,2,46,48,-2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172413793,0.827586207,0.513074308,0.486925692,4,4,0.526130749,0.473869251,0.041597338,0.958402662,0.146331792,0.999469697,0.000530284
0,1,-1,10,5,4,1,0,1,2,1,2,46,49,-3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.172413793,0.827586207,0.503143695,0.496856305,9,1,0.506287141,0.493712859,0.041597338,0.958402662,0.031544853,0.994004309,0.005995679
0,1,-1,10,5,4,1,0,2,2,2,1,47,49,-2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172413793,0.827586207,0.494340853,0.505659147,4,4,0.488683156,0.511316844,0.041597338,0.958402662,0.171584616,0.998168707,0.001831228
0,1,-1,10,5,4,1,1,2,2,1,2,47,50,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172413793,0.827586207,0.503432228,0.496567772,9,1,0.506864132,0.493135868,0.041597338,0.958402662,0.018086771,0.999450147,0.000549808
0,1,-1,10,5,4,1,1,3,2,1,2,47,51,-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172413793,0.827586207,0.494596234,0.505403766,16,1,0.489193731,0.510806269,0.041597338,0.958402662,-0.088215957,0.109793551,0.890206456
0,1,-1,11,5,5,0,0,0,1,2,1,48,51,-3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.84,0.16,0.48677611,0.51322389,9,4,0.473570706,0.526429294,0.964989059,0.035010941,0.909547335,0.000381485,0.99961853
0,1,-1,11,5,5,0,1,0,1,1,1,49,51,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.16,0.496723402,0.503276598,4,1,0.493447085,0.506552915,0.964989059,0.035010941,0.993677016,0.000410137,0.99958986
0,1,-1,11,5,5,0,2,0,1,1,1,50,51,-1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.16,0.505541515,0.494458485,1,1,0.511081669,0.488918331,0.964989059,0.035010941,1.086290908,0.000430655,0.999569356
0,1,-1,11,5,5,0,3,0,1,1,1,51,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.16,0.513345869,0.486654131,0,1,0.526672735,0.473327265,0.964989059,0.035010941,1.178789422,0.992088377,0.007911689
0,1,-1,12,6,5,1,0,0,2,1,2,51,52,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.243243243,0.756756757,0.520267249,0.479732751,1,1,0.540468007,0.459531993,0.093641618,0.906358382,0.150101071,0.999420047,0.000579917
0,1,-1,12,6,5,1,0,1,2,1,1,52,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.243243243,0.756756757,0.509550433,0.490449567,0,1,0.5190939,0.4809061,0.093641618,0.906358382,0.281310491,0.9768188,0.023181215
0,1,-1,12,6,5,1,1,1,2,1,2,52,53,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.243243243,0.756756757,0.516898208,0.483101792,1,1,0.533757858,0.466242142,0.093641618,0.906358382,0.136642989,0.999415398,0.00058458
0,1,-1,12,6,5,1,1,2,2,1,2,52,54,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.243243243,0.756756757,0.506545329,0.493454671,4,1,0.513088414,0.486911586,0.093641618,0.906358382,0.030571016,0.999232173,0.000767842
0,1,-1,12,6,5,1,1,3,2,1,2,52,55,-3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.243243243,0.756756757,0.497352633,0.502647367,9,1,0.494705415,0.505294585,0.093641618,0.906358382,-0.075616335,0.3042126,0.69578743
0,1,-1,13,6,6,0,0,0,1,1,1,53,55,-2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.445945946,0.554054054,0.489216158,0.510783842,4,1,0.478442344,0.521557656,0.393140794,0.606859206,0.785526053,0.998899817,0.001100196
0,1,-1,13,6,6,0,1,0,2,1,2,53,56,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445945946,0.554054054,0.49888995,0.50111005,9,1,0.497779911,0.502220089,0.393140794,0.606859206,0.289497659,0.421656549,0.578343451
0,1,-1,13,6,6,0,1,1,2,1,2,53,57,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445945946,0.554054054,0.490576607,0.509423393,16,1,0.481159907,0.518840093,0.393140794,0.606859206,0.18319493,0.401055455,0.598944545
0,1,-1,13,6,6,0,1,2,1,2,2,53,58,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445945946,0.554054054,0.483214449,0.516785551,25,4,0.46646669,0.53353331,0.393140794,0.606859206,0.436506549,0.407178462,0.592821479
0,1,-1,13,6,6,0,1,3,1,1,1,54,58,-4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445945946,0.554054054,0.476672755,0.523327245,16,1,0.453446839,0.546553161,0.393140794,0.606859206,0.559577892,0.982456803,0.017543271
0,1,-1,13,6,6,0,2,3,2,1,2,54,59,-5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445945946,0.554054054,0.48771244,0.51228756,25,1,0.475439712,0.524560288,0.393140794,0.606859206,0.063318743,0.997821689,0.002178295
0,1,-1,13,6,6,0,2,4,2,1,2,54,60,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445945946,0.554054054,0.480672868,0.519327132,36,1,0.461403405,0.538596595,0.393140794,0.606859206,-0.043214741,0.989777625,0.010222361
0,1,-1,13,6,6,0,2,5,1,1,1,55,60,-5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.445945946,0.554054054,0.474406708,0.525593292,25,1,0.448947179,0.551052821,0.393140794,0.606859206,0.439701704,0.999354064,0.000645894
0,1,-1,13,6,6,0,3,5,1,1,1,56,60,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445945946,0.554054054,0.485680258,0.514319742,16,1,0.471383988,0.528616012,0.393140794,0.606859206,0.532661729,0.999058545,0.000941422
0,1,-1,13,6,6,0,4,5,2,1,2,56,61,-5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.445945946,0.554054054,0.495749364,0.504250636,25,1,0.491499343,0.508500657,0.393140794,0.606859206,0.03640258,0.97984916,0.020150889
0,1,-1,13,6,6,0,4,6,2,1,2,56,62,-6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445945946,0.554054054,0.487797057,0.512202943,36,1,0.475608643,0.524391357,0.393140794,0.606859206,-0.070130904,0.779082298,0.220917717
0,2,-2,1,0,0,0,0,0,2,1,2,56,63,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199095023,0.800904977,0.48074801,0.51925199,49,1,0.46155302,0.53844698,0.058199309,0.941800691,0.13076496,0.989106834,0.010893152
0,2,-2,1,0,0,0,0,1,2,2,2,56,64,-8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.199095023,0.800904977,0.474473772,0.525526228,64,4,0.449080259,0.550919741,0.058199309,0.941800691,0.032600309,0.999156594,0.00084338
0,2,-2,1,0,0,0,0,2,2,1,2,56,65,-9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.199095023,0.800904977,0.468858204,0.531141796,81,1,0.437957087,0.562042913,0.058199309,0.941800691,-0.082878895,0.995474517,0.004525527
0,2,-2,1,0,0,0,0,3,2,1,1,57,65,-8,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.199095023,0.800904977,0.463801295,0.536198705,64,1,0.427980075,0.572019925,0.058199309,0.941800691,0.049253546,0.999431312,0.000568632
