p1_sets,p2_sets,sub_set,game_no,p1_games,p2_games,sub_game,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,sub_point,game_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,player1_quality,player2_quality,elo1,elo2,sub_point_squared,serve_no_squared,elo1_squared,elo2_squared,player1_quality_squared,player2_quality_squared
2,0,2,2,1,0,1,1,0,2,1,2,65,45,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394501964,0.605498036,0.532299628,0.467700372,400,1,0.564330799,0.435669201,0.297996969,0.702003031
2,0,2,2,1,0,1,1,1,2,1,1,66,45,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.394501964,0.605498036,0.523217888,0.476782112,441,1,0.546335863,0.453664137,0.297996969,0.702003031
2,0,2,2,1,0,1,2,1,2,2,1,67,45,22,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.394501964,0.605498036,0.526519955,0.473480045,484,4,0.552891116,0.447108884,0.297996969,0.702003031
2,0,2,2,1,0,1,3,1,2,1,1,68,45,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.394501964,0.605498036,0.529521315,0.470478685,529,1,0.55883752,0.44116248,0.297996969,0.702003031
2,0,2,3,2,0,2,0,0,1,1,1,69,45,24,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.556003223,0.443996777,0.532265308,0.467734692,576,1,0.564263011,0.435736989,0.610618686,0.389381314
2,0,2,3,2,0,2,1,0,1,1,1,70,45,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556003223,0.443996777,0.534787689,0.465212311,625,1,0.569240205,0.430759795,0.610618686,0.389381314
2,0,2,3,2,0,2,2,0,1,1,2,70,46,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556003223,0.443996777,0.53711802,0.46288198,576,1,0.573829169,0.426170831,0.610618686,0.389381314
2,0,2,3,2,0,2,2,1,1,2,2,70,47,23,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.556003223,0.443996777,0.527679411,0.472320589,529,4,0.555189688,0.444810312,0.610618686,0.389381314
2,0,2,3,2,0,2,2,2,1,1,1,71,47,24,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.556003223,0.443996777,0.518978081,0.481021919,576,1,0.537901559,0.462098441,0.610618686,0.389381314
2,0,2,3,2,0,2,3,2,1,1,1,72,47,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556003223,0.443996777,0.52269165,0.47730835,625,1,0.545290019,0.454709981,0.610618686,0.389381314
2,0,2,4,3,0,3,0,0,2,1,1,73,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487033835,0.512966165,0.526043283,0.473956717,676,1,0.551945637,0.448054363,0.474085098,0.525914902
2,0,2,4,3,0,3,1,0,2,1,2,73,48,25,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.487033835,0.512966165,0.529086932,0.470913068,625,1,0.557977657,0.442022343,0.474085098,0.525914902
2,0,2,4,3,0,3,1,1,2,1,2,73,49,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487033835,0.512966165,0.520265779,0.479734221,576,1,0.540465082,0.459534918,0.474085098,0.525914902
2,0,2,4,3,0,3,1,2,2,1,2,73,50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487033835,0.512966165,0.51225006,0.48774994,529,1,0.524485423,0.475514577,0.474085098,0.525914902
2,0,2,4,3,0,3,1,3,2,2,1,74,50,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.487033835,0.512966165,0.505066152,0.494933848,576,4,0.510131263,0.489868737,0.474085098,0.525914902
2,0,2,4,3,0,3,2,3,2,1,2,74,51,23,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.487033835,0.512966165,0.510285564,0.489714436,529,1,0.520562426,0.479437574,0.474085098,0.525914902
2,0,2,5,3,1,2,0,0,1,1,2,74,52,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.450867052,0.549132948,0.503316858,0.496683142,484,1,0.506633424,0.493366576,0.402673903,0.597326097
2,0,2,5,3,1,2,0,1,1,1,2,74,53,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.450867052,0.549132948,0.497134825,0.502865175,441,1,0.494269837,0.505730163,0.402673903,0.597326097
2,0,2,5,3,1,2,0,2,1,1,2,74,54,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450867052,0.549132948,0.491663619,0.508336381,400,1,0.483331871,0.516668129,0.402673903,0.597326097
2,0,2,5,3,1,2,0,3,1,1,1,75,54,21,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.450867052,0.549132948,0.486814,0.513186,441,1,0.473646329,0.526353671,0.402673903,0.597326097
2,0,2,5,3,1,2,1,3,1,2,2,75,55,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.450867052,0.549132948,0.494099076,0.505900924,400,4,0.488199796,0.511800204,0.402673903,0.597326097
2,0,2,6,3,2,1,0,0,2,2,1,76,55,21,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432989691,0.567010309,0.48897464,0.51102536,441,4,0.477959996,0.522040004,0.368344122,0.631655878
2,0,2,6,3,2,1,1,0,2,2,1,77,55,22,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432989691,0.567010309,0.496024818,0.503975182,484,4,0.492050138,0.507949862,0.368344122,0.631655878
2,0,2,6,3,2,1,2,0,2,2,2,77,56,21,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.432989691,0.567010309,0.502282247,0.497717753,441,4,0.504564398,0.495435602,0.368344122,0.631655878
2,0,2,6,3,2,1,2,1,2,1,1,78,56,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432989691,0.567010309,0.496218956,0.503781044,484,1,0.492438345,0.507561655,0.368344122,0.631655878
2,0,2,6,3,2,1,3,1,2,1,2,78,57,21,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.432989691,0.567010309,0.502454166,0.497545834,441,1,0.504908214,0.495091786,0.368344122,0.631655878
2,0,2,6,3,2,1,3,2,2,2,2,78,58,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.432989691,0.567010309,0.496371127,0.503628873,400,4,0.492742636,0.507257364,0.368344122,0.631655878
2,0,2,6,3,2,1,3,3,2,2,1,79,58,21,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.432989691,0.567010309,0.490987479,0.509012521,441,4,0.481980812,0.518019188,0.368344122,0.631655878
2,0,2,6,3,2,1,4,3,2,1,2,79,59,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.432989691,0.567010309,0.497814873,0.502185127,400,1,0.49562983,0.50437017,0.368344122,0.631655878
2,0,2,6,3,2,1,3,3,2,1,1,80,59,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.432989691,0.567010309,0.492265571,0.507734429,441,1,0.484534843,0.515465157,0.368344122,0.631655878
2,0,2,6,3,2,1,4,3,2,2,2,80,60,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.432989691,0.567010309,0.498949818,0.501050182,400,4,0.497899645,0.502100355,0.368344122,0.631655878
2,0,2,6,3,2,1,3,3,2,2,1,81,60,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.432989691,0.567010309,0.49326999,0.50673001,441,4,0.486542419,0.513457581,0.368344122,0.631655878
2,0,2,6,3,2,1,4,3,2,2,1,82,60,22,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.432989691,0.567010309,0.499840952,0.500159048,484,4,0.499681905,0.500318095,0.368344122,0.631655878
2,0,2,7,4,2,2,0,0,1,1,1,83,60,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.493506494,0.506493506,0.50565998,0.49434002,529,1,0.511318509,0.488681491,0.487015177,0.512984823
2,0,2,7,4,2,2,1,0,1,1,2,83,61,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.493506494,0.506493506,0.510811794,0.489188206,484,1,0.521613483,0.478386517,0.487015177,0.512984823
2,0,2,7,4,2,2,1,1,1,1,2,83,62,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493506494,0.506493506,0.503785084,0.496214916,441,1,0.507569735,0.492430265,0.487015177,0.512984823
2,0,2,7,4,2,2,1,2,1,2,2,83,63,20,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.493506494,0.506493506,0.497549412,0.502450588,400,4,0.495098942,0.504901058,0.487015177,0.512984823
2,0,2,7,4,2,2,1,3,1,1,2,83,64,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.493506494,0.506493506,0.492030608,0.507969392,361,1,0.484065263,0.515934737,0.487015177,0.512984823
2,0,2,8,4,3,1,0,0,2,2,1,84,64,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368311534,0.631688466,0.487139826,0.512860174,400,4,0.474296655,0.525703345,0.253707725,0.746292275
2,0,2,8,4,3,1,1,0,2,1,2,84,65,19,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.368311534,0.631688466,0.494389788,0.505610212,361,1,0.488780989,0.511219011,0.253707725,0.746292275
2,0,2,8,4,3,1,1,1,2,2,2,84,66,18,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.368311534,0.631688466,0.489232315,0.510767685,324,4,0.478474613,0.521525387,0.253707725,0.746292275
2,0,2,8,4,3,1,1,2,2,2,1,85,66,19,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.368311534,0.631688466,0.48465274,0.51534726,361,4,0.469334371,0.530665629,0.253707725,0.746292275
2,0,2,8,4,3,1,2,2,2,2,1,86,66,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368311534,0.631688466,0.492167683,0.507832317,400,4,0.484339208,0.515660792,0.253707725,0.746292275
2,0,2,8,4,3,1,3,2,2,2,1,87,66,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.368311534,0.631688466,0.498862934,0.501137066,441,4,0.49772588,0.50227412,0.253707725,0.746292275
2,0,2,9,5,3,2,0,0,1,1,2,87,67,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579940417,0.420059583,0.504794538,0.495205462,400,1,0.509588194,0.490411806,0.655895843,0.344104157
2,0,2,9,5,3,2,0,1,1,2,1,88,67,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.579940417,0.420059583,0.49844349,0.50155651,441,4,0.49688701,0.50311299,0.655895843,0.344104157
2,0,2,9,5,3,2,1,1,1,2,1,89,67,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.579940417,0.420059583,0.504423349,0.495576651,484,4,0.508846006,0.491153994,0.655895843,0.344104157
2,0,2,9,5,3,2,2,1,1,1,2,89,68,21,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.579940417,0.420059583,0.509716113,0.490283887,441,1,0.519424891,0.480575109,0.655895843,0.344104157
2,0,2,9,5,3,2,2,2,1,1,1,90,68,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579940417,0.420059583,0.502810451,0.497189549,484,1,0.505620724,0.494379276,0.655895843,0.344104157
2,0,2,9,5,3,2,3,2,1,2,1,91,68,23,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579940417,0.420059583,0.508287937,0.491712063,529,4,0.516571321,0.483428679,0.655895843,0.344104157
