p1_sets,p2_sets,sub_set,p1_games,p2_games,sub_game,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,sub_point,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,nextpoint_victor
2,1,1,5,3,2,40,40,2,1,2,125,114,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2,1,1,5,3,2,40,AD,2,1,2,125,115,11,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2,1,1,5,4,1,0,0,1,1,1,126,115,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,1,1,5,4,1,15,0,1,2,2,126,116,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,5,4,1,15,15,1,1,1,127,116,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,5,4,1,30,15,1,1,1,128,116,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,1,1,5,4,1,40,15,1,1,2,128,117,11,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,1,2,0,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,15,2,1,2,0,2,-2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,30,2,2,1,1,2,-1,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,15,30,2,1,2,1,3,-2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,15,40,2,1,2,1,4,-3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,-1,0,0,1,1,1,2,4,-2,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,-1,15,0,1,1,1,3,4,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,-1,30,0,1,1,1,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,1,-1,40,0,1,1,2,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,1,-1,40,15,1,1,2,4,6,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,-1,40,30,1,2,1,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,1,0,0,0,2,1,2,5,7,-2,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,1,1,0,0,15,2,2,1,6,7,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,1,0,15,15,2,1,2,6,8,-2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,15,30,2,1,1,7,8,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,30,30,2,2,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,40,30,2,1,1,9,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
0,0,0,2,1,1,0,0,1,2,2,9,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,1,1,0,15,1,2,1,10,9,1,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,2,1,1,15,15,1,1,1,11,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,1,1,30,15,1,2,1,12,9,3,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
0,0,0,2,1,1,40,15,1,2,2,12,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,2,1,1,40,30,1,2,2,12,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0,0,2,1,1,40,40,1,1,2,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,1,1,40,AD,1,2,1,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,0,0,2,1,1,40,40,1,1,1,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,1,1,AD,40,1,1,1,15,12,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,1,2,0,0,2,1,1,16,12,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,3,1,2,15,0,2,1,1,17,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,3,1,2,30,0,2,1,2,17,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,1,2,30,15,2,1,1,18,13,5,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,3,1,2,40,15,2,2,1,19,13,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
0,0,0,4,1,3,0,0,1,2,2,19,14,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,4,1,3,0,15,1,1,1,20,14,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,4,1,3,15,15,1,1,1,21,14,7,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,4,1,3,30,15,1,2,1,22,14,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,4,1,3,40,15,1,1,1,23,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,5,1,4,0,0,2,1,2,23,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,5,1,4,0,15,2,2,2,23,16,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,5,1,4,0,30,2,1,1,24,16,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,5,1,4,15,30,2,1,2,24,17,7,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,5,1,4,15,40,2,2,1,25,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,5,1,4,30,40,2,1,2,25,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,5,2,3,0,0,1,2,2,25,19,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,5,2,3,0,15,1,1,1,26,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,5,2,3,15,15,1,2,1,27,19,8,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,5,2,3,30,15,1,1,1,28,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,5,2,3,40,15,1,1,1,29,19,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,2,2,1,30,19,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,0,1,0,0,0,15,0,2,2,2,30,20,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,15,15,2,2,1,31,20,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
1,0,1,0,0,0,30,15,2,1,2,31,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,0,0,0,30,30,2,1,2,31,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,0,0,0,30,40,2,1,2,31,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,0,1,-1,0,0,1,2,2,31,24,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,1,0,1,-1,0,15,1,1,1,32,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,0,1,-1,15,15,1,2,2,32,25,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,1,0,1,-1,15,30,1,2,1,33,25,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,0,1,-1,30,30,1,1,1,34,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1,-1,40,30,1,1,1,35,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,0,0,2,2,1,36,25,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,15,0,2,1,1,37,25,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,0,1,1,1,0,30,0,2,2,2,37,26,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,1,1,0,30,15,2,2,2,37,27,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,1,1,0,30,30,2,2,2,37,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,1,1,0,30,40,2,2,2,37,29,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,1,2,-1,0,0,1,1,2,37,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,2,-1,0,15,1,1,1,38,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,2,-1,15,15,1,2,1,39,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,2,-1,30,15,1,1,1,40,30,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,1,2,-1,40,15,1,1,1,41,30,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,2,0,0,0,2,2,1,42,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,2,2,0,15,0,2,2,2,42,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,2,2,0,15,15,2,1,2,42,32,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,2,2,0,15,30,2,1,2,42,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,2,2,0,15,40,2,1,2,42,34,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,2,3,-1,0,0,1,2,2,42,35,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,3,-1,0,15,1,2,1,43,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,3,-1,15,15,1,1,1,44,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,3,-1,30,15,1,2,1,45,35,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,3,-1,40,15,1,1,1,46,35,11,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
1,0,1,3,3,0,0,0,2,1,2,46,36,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,3,3,0,0,15,2,1,2,46,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,3,3,0,0,30,2,2,2,46,38,8,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
1,0,1,3,3,0,0,40,2,2,2,46,39,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,4,-1,0,0,1,1,1,47,39,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
1,0,1,3,4,-1,15,0,1,2,2,47,40,7,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,3,4,-1,15,15,1,1,1,48,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,4,-1,30,15,1,1,1,49,40,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,4,-1,40,15,1,1,1,50,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,4,4,0,0,0,2,1,2,50,41,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,4,4,0,0,15,2,1,2,50,42,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
1,0,1,4,4,0,0,30,2,1,2,50,43,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
1,0,1,4,4,0,0,40,2,2,2,50,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,4,5,-1,0,0,1,1,1,51,44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,4,5,-1,15,0,1,2,1,52,44,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,4,5,-1,30,0,1,1,1,53,44,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,4,5,-1,40,0,1,1,1,54,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,5,5,0,0,0,2,1,2,54,45,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,5,5,0,0,15,2,1,2,54,46,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,5,5,0,0,30,2,1,2,54,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,5,5,0,0,40,2,1,2,54,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,5,6,-1,0,0,1,1,1,55,48,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
1,0,1,5,6,-1,15,0,1,2,2,55,49,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,5,6,-1,15,15,1,2,1,56,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,5,6,-1,30,15,1,2,1,57,49,8,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,5,6,-1,40,15,1,1,1,58,49,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,6,6,0,0,0,2,1,2,58,50,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,6,6,0,0,1,1,1,1,59,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,6,6,0,1,1,1,1,1,60,50,10,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,6,6,0,2,1,2,2,1,61,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,6,6,0,3,1,2,2,1,62,50,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,6,6,0,4,1,1,1,1,63,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,6,6,0,5,1,1,1,1,64,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,6,6,0,6,1,2,2,2,64,51,13,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,6,6,0,6,2,2,1,1,65,51,14,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,0,0,0,0,0,1,2,1,66,51,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,0,15,0,1,1,1,67,51,16,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
2,0,2,0,0,0,30,0,1,2,2,67,52,15,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2,0,2,0,0,0,30,15,1,1,1,68,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,0,40,15,1,1,1,69,52,17,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2
2,0,2,1,0,1,0,0,2,1,2,69,53,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,1,0,1,0,15,2,1,2,69,54,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2,0,2,1,0,1,0,30,2,1,2,69,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,1,0,40,2,1,1,70,55,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2,0,2,1,0,1,15,40,2,2,2,70,56,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,1,1,0,0,0,1,1,2,70,57,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,0,15,1,1,1,71,57,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
2,0,2,1,1,0,15,15,1,2,2,71,58,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,15,30,1,1,1,72,58,14,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
2,0,2,1,1,0,30,30,1,1,2,72,59,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,1,1,0,30,40,1,2,2,72,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
2,0,2,1,2,-1,0,0,2,1,2,72,61,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,2,-1,0,15,2,1,1,73,61,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,2,-1,15,15,2,2,1,74,61,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,2,-1,30,15,2,1,1,75,61,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,2,-1,40,15,2,1,1,76,61,15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2,0,2,2,2,0,0,0,1,1,1,77,61,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,2,0,15,0,1,2,1,78,61,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,2,0,30,0,1,2,1,79,61,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,2,0,40,0,1,1,1,80,61,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2,0,2,3,2,1,0,0,2,2,2,80,62,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,3,2,1,0,15,2,1,2,80,63,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,3,2,1,0,30,2,2,2,80,64,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,2,1,0,40,2,2,1,81,64,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,3,2,1,15,40,2,1,2,81,65,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,3,0,0,0,1,1,1,82,65,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,3,0,15,0,1,1,1,83,65,18,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,3,0,30,0,1,2,1,84,65,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,3,0,40,0,1,2,1,85,65,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,4,3,1,0,0,2,2,2,85,66,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,3,1,0,15,2,1,1,86,66,20,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
2,0,2,4,3,1,15,15,2,1,2,86,67,19,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,4,3,1,15,30,2,2,2,86,68,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,4,3,1,15,40,2,1,2,86,69,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,4,0,0,0,1,1,1,87,69,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2,0,2,4,4,0,15,0,1,1,1,88,69,19,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2,0,2,4,4,0,30,0,1,1,1,89,69,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,4,0,40,0,1,2,1,90,69,21,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2,0,2,5,4,1,0,0,2,1,2,90,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,5,4,1,0,15,2,1,2,90,71,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,5,4,1,0,30,2,1,2,90,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,5,4,1,0,40,2,1,2,90,73,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,5,0,0,0,1,1,1,91,73,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2,0,2,5,5,0,15,0,1,2,1,92,73,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,5,0,30,0,1,1,1,93,73,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,5,5,0,40,0,1,2,2,93,74,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,5,5,0,40,15,1,1,2,93,75,18,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,5,5,0,40,30,1,1,1,94,75,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,6,5,1,0,0,2,1,2,94,76,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,6,5,1,0,15,2,2,1,95,76,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,6,5,1,15,15,2,1,1,96,76,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2,0,2,6,5,1,30,15,2,1,2,96,77,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,6,5,1,30,30,2,1,2,96,78,18,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
2,0,2,6,5,1,30,40,2,1,2,96,79,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,6,6,0,0,0,1,1,1,97,79,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,6,6,0,1,0,2,1,2,97,80,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2,0,2,6,6,0,1,1,2,2,1,98,80,18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,6,6,0,2,1,1,2,1,99,80,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,6,6,0,3,1,1,1,1,100,80,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,6,6,0,4,1,2,2,2,100,81,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,6,6,0,4,2,2,1,2,100,82,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,6,6,0,4,3,1,1,1,101,82,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,6,6,0,5,3,1,1,2,101,83,18,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2,0,2,6,6,0,5,4,2,1,2,101,84,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,6,6,0,5,5,2,1,2,101,85,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2,0,2,6,6,0,5,6,1,2,2,101,86,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,2,1,2,101,87,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,0,0,0,0,15,2,1,1,102,87,15,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2,1,1,0,0,0,15,15,2,2,2,102,88,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,1,1,0,0,0,15,30,2,1,2,102,89,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,1,1,0,0,0,15,40,2,2,2,102,90,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,0,1,-1,0,0,1,1,1,103,90,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,0,1,-1,15,0,1,1,1,104,90,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
