,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,player1_quality,player2_quality,elo1,elo2,predicted_point_victor
2137,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:52:07,4,3,166,2,1,0,2,15,30,2,2,1,86,80,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.613,3.84,0,,W,CTL,,2.3333333333333335,4.7,1250.708060612619,1343.9854435044897,2
2138,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:52:42,4,3,167,2,1,0,2,30,30,2,2,2,86,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.446,12.394,3,106.0,BC,NCTL,ND,2.3333333333333335,4.7,1275.9521449318472,1318.7413591852614,2
2139,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:53:16,4,3,168,2,1,0,2,30,40,2,2,1,87,81,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.847,18.644,4,,BW,NCTL,ND,2.3333333333333335,4.7,1258.4029117746427,1336.290592342466,2
2140,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:54:12,4,3,169,2,1,0,2,40,40,2,1,2,87,82,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.538,1,106.0,W,CTL,,2.3333333333333335,4.7,1282.8128578235112,1311.8806462935975,2
2141,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:54:33,4,3,170,2,1,0,2,40,AD,2,2,1,88,82,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.319,8.753,4,100.0,B,NCTL,ND,2.3333333333333335,4.7,1264.4822410260329,1330.2112630910758,2
2142,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:55:11,4,3,171,2,1,0,2,40,40,2,1,1,89,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.254,3.309,2,128.0,C,NCTL,D,2.3333333333333335,4.7,1288.2214051180797,1306.472098999029,2
2143,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:55:38,4,3,172,2,1,0,2,AD,40,2,1,1,90,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15.722,14.581,4,125.0,W,NCTL,D,2.3333333333333335,4.7,1309.2710342484286,1285.42246986868,2
2144,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:57:30,4,4,173,2,1,1,2,0,0,1,1,1,91,82,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853,0.873,1,112.0,W,CTL,,2.8461538461538463,1.0,1327.9003525900484,1266.7931515270602,1
2145,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:57:49,4,4,174,2,1,1,2,15,0,1,1,2,91,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.543,5.171,2,124.0,W,CTL,ND,2.8461538461538463,1.0,1344.4185673689956,1250.274936748113,1
2146,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:58:12,4,4,175,2,1,1,2,15,15,1,1,1,92,83,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15.284,18.557,5,111.0,W,CTL,D,2.8461538461538463,1.0,1319.1280765430001,1275.5654275741085,1
2147,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:58:45,4,4,176,2,1,1,2,30,15,1,2,2,92,84,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.232,4.336,2,98.0,B,NCTL,D,2.8461538461538463,1.0,1336.6334677846953,1258.0600363324133,1
2148,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,01:59:39,4,4,177,2,1,1,2,30,30,1,2,2,92,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.308,24.623,8,109.0,B,NCTL,ND,2.8461538461538463,1.0,1312.1859823649722,1282.5075217521364,1
2149,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:00:40,4,4,178,2,1,1,2,30,40,1,2,1,93,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.93,1.591,1,109.0,BC,NCTL,,2.8461538461538463,1.0,1290.4816961199922,1304.2118079971165,1
2150,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:01:12,4,4,179,2,1,1,2,40,40,1,2,1,94,85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998,1.284,1,104.0,B,CTL,,2.8461538461538463,1.0,1311.271653708705,1283.4218504084038,1
2151,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:01:41,4,4,180,2,1,1,2,AD,40,1,1,1,95,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.123,4.566,1,121.0,B,NCTL,D,2.8461538461538463,1.0,1329.6719149787818,1265.0215891383268,1
2152,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:02:15,4,5,181,2,1,2,2,0,0,2,1,2,95,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653,0.562,1,126.0,C,NCTL,,2.4615384615384617,5.625,1345.992709823121,1248.7007942939877,2
2153,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:02:33,4,5,182,2,1,2,2,0,15,2,1,2,95,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679,0.625,1,128.0,C,NCTL,,2.4615384615384617,5.625,1320.5340780217837,1274.159426095325,2
2154,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:02:50,4,5,183,2,1,2,2,0,30,2,2,1,96,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.611,5.496,2,,BC,NCTL,D,2.4615384615384617,5.625,1297.8802798932275,1296.8132242238812,2
2155,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:04:01,4,5,184,2,1,2,2,15,30,2,1,1,97,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41.84,40.948,12,98.0,C,NCTL,ND,2.4615384615384617,5.625,1317.8188554244148,1276.8746486926939,2
2156,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:04:40,4,5,185,2,1,2,2,30,30,2,2,1,98,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.666,5.976,2,,C,NCTL,ND,2.4615384615384617,5.625,1335.4727681161678,1259.2207360009409,2
2157,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:04:56,4,5,186,2,1,2,2,40,30,2,1,2,98,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.116,2.533,1,125.0,W,CTL,,2.4615384615384617,5.625,1351.1524922290782,1243.5410118880304,2
2158,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:05:26,4,5,187,2,1,2,2,40,40,2,2,2,98,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.171,4.216,1,108.0,BW,NCTL,D,2.4615384615384617,5.625,1325.1486498358556,1269.544854281253,2
2159,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:06:09,4,5,188,2,1,2,2,40,AD,2,1,2,98,90,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.461,19.32,5,129.0,C,NCTL,ND,2.4615384615384617,5.625,1301.9748884177488,1292.7186156993598,2
2160,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:07:55,4,6,189,2,1,2,3,0,0,1,2,1,99,90,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34.231,24.76,9,101.0,BC,NCTL,D,2.8181818181818183,1.6,1281.442180557442,1313.2513235596666,1
2161,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:08:46,4,6,190,2,1,2,3,15,0,1,2,1,100,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.503,3.135,1,,B,NCTL,ND,2.8181818181818183,1.6,1303.268162983432,1291.4253411336767,1
2162,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:09:16,4,6,191,2,1,2,3,30,0,1,1,1,101,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.498,3.749,1,125.0,BC,CTL,D,2.8181818181818183,1.6,1322.5866992634067,1272.106804853702,1
2163,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:09:34,4,6,192,2,1,2,3,40,0,1,2,2,101,91,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.252,11.218,4,94.0,BW,NCTL,D,2.8181818181818183,1.6,1339.7011193023893,1254.9923848147193,1
2164,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:10:10,4,6,193,2,1,2,3,40,15,1,1,1,102,91,1,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.694,7.765,3,124.0,C,NCTL,ND,2.8181818181818183,1.6,1314.9192698939912,1279.7742342231174,1
2165,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:11:09,4,7,194,2,1,3,3,0,0,2,1,2,102,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.885,2.088,1,126.0,C,NCTL,ND,2.7,5.2,1332.9030313426824,1261.7904727744262,2
2166,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:11:27,4,7,195,2,1,3,3,0,15,2,1,1,103,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.857,9.15,2,127.0,C,NCTL,ND,2.7,5.2,1308.8656857465703,1285.8278183705384,2
2167,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:11:50,4,7,196,2,1,3,3,15,15,2,2,2,103,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.684,2.95,1,109.0,W,CTL,ND,2.7,5.2,1327.541459710349,1267.1520444067596,2
2168,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:12:17,4,7,197,2,1,3,3,15,30,2,1,2,103,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.061,1.615,1,123.0,C,NCTL,,2.7,5.2,1304.099755657644,1290.5937484594647,2
2169,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:12:54,4,7,198,2,1,3,3,15,40,2,2,2,103,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.116,4.524,1,109.0,BC,NCTL,ND,2.7,5.2,1283.3226787717858,1311.3708253453228,2
2170,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:14:41,4,8,199,2,1,3,4,0,0,1,1,1,104,95,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,1.228,1,126.0,C,NCTL,,2.2,1.25,1264.933761490585,1329.7597426265236,1
2171,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:15:00,4,8,200,2,1,3,4,15,0,1,2,1,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.96,42.915,11,97.0,B,NCTL,D,2.2,1.25,1288.6227350803647,1306.070769036744,1
2172,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:16:01,4,8,201,2,1,3,4,30,0,1,1,1,106,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.163,4.674,1,113.0,W,CTL,ND,2.2,1.25,1309.6262811480256,1285.067222969083,1
2173,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:16:21,4,8,202,2,1,3,4,40,0,1,2,1,107,95,1,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.235,7.828,3,94.0,BW,NCTL,D,2.2,1.25,1328.214898040728,1266.4786060763806,1
2174,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:17:21,4,9,203,2,1,4,4,0,0,2,1,1,108,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.307,23.351,4,125.0,B,CTL,D,1.1666666666666667,4.5,1344.6980080619742,1249.9954960551345,2
2175,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:17:51,4,9,204,2,1,4,4,15,0,2,2,2,108,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.698,5.914,1,110.0,BW,CTL,ND,1.1666666666666667,4.5,1359.3776093539866,1235.315894763122,2
2176,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:18:35,4,9,205,2,1,4,4,15,15,2,1,2,108,97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.865,1,115.0,W,CTL,,1.1666666666666667,4.5,1332.5248504284143,1262.1686536886943,2
2177,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:18:57,4,9,206,2,1,4,4,15,30,2,2,1,109,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.742,11.007,4,115.0,BC,NCTL,ND,1.1666666666666667,4.5,1308.5292885558376,1286.164215561271,2
2178,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:19:40,4,9,207,2,1,4,4,30,30,2,2,1,110,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.448,24.343,8,114.0,BC,CTL,ND,1.1666666666666667,4.5,1327.2436267876128,1267.4498773294958,2
2179,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:20:36,4,9,208,2,1,4,4,40,30,2,1,1,111,97,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,43.138,32.657,6,125.0,C,NCTL,D,1.1666666666666667,4.5,1343.8352063851182,1250.8582977319904,2
2180,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:22:27,4,10,209,2,1,5,4,0,0,1,1,1,112,97,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.704,18.501,5,121.0,BW,NCTL,ND,4.0,1.0,1358.6072332374213,1236.0862708796874,1
2181,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:22:56,4,10,210,2,1,5,4,15,0,1,1,1,113,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.327,18.803,3,126.0,BC,NCTL,ND,4.0,1.0,1371.8328731455742,1222.8606309715344,1
2182,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:23:23,4,10,211,2,1,5,4,30,0,1,2,1,114,97,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.272,18.908,7,101.0,BC,NCTL,ND,4.0,1.0,1383.7469057045473,1210.9465984125613,1
2183,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:24:10,4,10,212,2,1,5,4,40,0,1,2,2,114,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.044,6.011,2,91.0,B,NCTL,ND,4.0,1.0,1394.5461492203467,1200.147354896762,1
2184,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,02:24:44,4,10,213,2,1,5,4,40,15,1,2,1,115,98,1,1,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.179,6.655,3,101.0,BC,CTL,ND,4.0,1.0,1364.3936552171442,1230.2998488999644,1
2185,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.86,26.441,0,,BW,NCTL,D,2.2777777777777777,5.916666666666667,1033.028362305581,1014.0896614821592,2
2186,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:00:35,1,1,2,0,0,0,0,0,15,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.33,2.785,0,,B,CTL,,2.2777777777777777,5.916666666666667,1011.9392415516248,1035.1787822361152,2
2187,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:01:00,1,1,3,0,0,0,0,15,15,2,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20.223,20.422,0,,BW,NCTL,ND,2.2777777777777777,5.916666666666667,1033.275025496974,1013.842998290766,2
2188,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:01:37,1,1,4,0,0,0,0,15,30,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18.856,27.555,0,,BW,NCTL,ND,2.2777777777777777,5.916666666666667,1012.1575930153818,1034.960430772358,2
2189,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:02:05,1,1,5,0,0,0,0,30,30,2,1,1,3,2,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,29.052,27.375,0,,C,NCTL,D,2.2777777777777777,5.916666666666667,1033.4683483698727,1013.649675417867,2
2190,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:02:34,1,1,6,0,0,0,0,40,30,2,1,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,36.511,40.949,0,,BW,NCTL,ND,2.2777777777777777,5.916666666666667,1052.3287296373264,994.7892941504133,2
2191,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:03:23,1,1,7,0,0,0,0,40,40,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.181,4.689,0,,C,CTL,D,2.2777777777777777,5.916666666666667,1029.0464467712704,1018.0715770164693,2
2192,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:03:45,1,1,8,0,0,0,0,40,AD,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.668,9.575,0,,C,CTL,D,2.2777777777777777,5.916666666666667,1008.414892528084,1038.7031312596557,2
2193,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:04:08,1,1,9,0,0,0,0,40,40,2,1,2,4,5,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.697,34.644,0,,BC,NCTL,ND,2.2777777777777777,5.916666666666667,1030.1540202867175,1016.9640035010221,2
2194,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:04:56,1,1,10,0,0,0,0,40,AD,2,2,1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.672,5.229,0,,B,NCTL,ND,2.2777777777777777,5.916666666666667,1009.3951064482034,1037.7229173395363,2
2195,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:05:27,1,1,11,0,0,0,0,40,40,2,2,2,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.094,24.859,0,,W,NCTL,D,2.2777777777777777,5.916666666666667,1031.0221824343257,1016.0958413534139,2
2196,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:06:14,1,1,12,0,0,0,0,40,AD,2,1,2,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.268,1.391,0,,BC,NCTL,,2.2777777777777777,5.916666666666667,1010.16348140555,1036.9545423821896,2
2197,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:07:33,1,2,13,0,0,0,1,0,0,1,2,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.432,8.273,0,,B,NCTL,D,4.3125,1.5,991.7026493795803,1055.4153744081593,1
2198,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:08:06,1,2,14,0,0,0,1,0,15,1,1,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.406,28.903,0,,W,CTL,,4.3125,1.5,975.3296826287716,1071.788341158968,1
2199,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:08:48,1,2,15,0,0,0,1,0,30,1,2,1,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.317,11.286,0,,BW,NCTL,D,4.3125,1.5,960.7438923853734,1086.3741314023662,1
2200,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:09:26,1,2,16,0,0,0,1,15,30,1,2,1,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.319,9.331,0,,B,NCTL,ND,4.3125,1.5,987.6762189203154,1059.4418048674243,1
2201,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:10:02,1,2,17,0,0,0,1,30,30,1,1,1,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41.108,43.765,0,,C,NCTL,D,4.3125,1.5,1011.7496102155776,1035.3684135721621,1
2202,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:10:46,1,2,18,0,0,0,1,40,30,1,2,2,8,10,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.384,3.399,0,,BW,NCTL,D,4.3125,1.5,1033.1071272935365,1014.0108964942032,1
2203,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:11:22,1,2,19,0,0,0,1,40,40,1,1,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.205,4.581,0,,C,NCTL,D,4.3125,1.5,1012.0089655003239,1035.1090582874158,1
2204,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:11:44,1,2,20,0,0,0,1,AD,40,1,1,2,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.505,15.551,0,,C,NCTL,ND,4.3125,1.5,1033.3367577736308,1013.7812660141088,1
2205,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:12:20,1,2,21,0,0,0,1,40,40,1,1,2,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.146,12.662,0,,BW,NCTL,D,4.3125,1.5,1012.2122404280842,1034.9057833596553,1
2206,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:13:11,1,2,22,0,0,0,1,40,AD,1,2,2,9,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5.322,5.61,0,,BC,NCTL,ND,4.3125,1.5,993.5167311610464,1053.601292626693,1
2207,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:13:58,1,3,23,0,0,0,2,0,0,2,2,1,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.958,6.695,0,,BC,CTL,D,3.533333333333333,6.0,976.9414035269679,1070.1766202607716,2
2208,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:14:26,1,3,24,0,0,0,2,15,0,2,2,1,11,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.572,4.223,0,,BC,NCTL,ND,3.533333333333333,6.0,1002.1832273730932,1044.9347964146464,2
2209,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:14:55,1,3,25,0,0,0,2,30,0,2,1,2,11,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483,0.928,0,,C,NCTL,,3.533333333333333,6.0,1024.631859694358,1022.4861640933818,2
2210,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:15:15,1,3,26,0,0,0,2,30,15,2,1,1,12,14,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,42.481,21.204,0,,C,NCTL,ND,3.533333333333333,6.0,1004.5083450970385,1042.6096786907012,2
2211,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:15:43,1,3,27,0,0,0,2,40,15,2,2,1,13,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,26.75,24.038,0,,B,NCTL,ND,3.533333333333333,6.0,1026.6928838784181,1020.4251399093216,2
2212,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:17:45,1,4,28,0,0,1,2,0,0,1,1,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.249,8.716,0,,W,CTL,D,4.583333333333333,1.25,1046.332122667464,1000.7859011202758,1
2213,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:18:14,1,4,29,0,0,1,2,15,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.765,8.895,0,,C,NCTL,ND,4.583333333333333,1.25,1063.7251879340301,983.3928358537096,1
2214,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:19:15,1,4,30,0,0,1,2,30,0,1,2,1,16,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.815,11.823,0,,BC,NCTL,D,4.583333333333333,1.25,1079.1815668776535,967.9364569100862,1
2215,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:19:43,1,4,31,0,0,1,2,40,0,1,2,2,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.343,7.849,0,,BW,NCTL,ND,4.583333333333333,1.25,1092.9880077758933,954.1300160118464,1
2216,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:20:38,1,4,32,0,0,1,2,40,15,1,2,2,16,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.175,17.345,0,,B,NCTL,ND,4.583333333333333,1.25,1065.3947547252358,981.7232690625038,1
2217,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:21:20,1,4,33,0,0,1,2,40,30,1,1,2,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761,4.336,0,,BW,NCTL,ND,4.583333333333333,1.25,1040.6692409352383,1006.4487828525012,1
2218,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:21:50,1,4,34,0,0,1,2,40,40,1,1,1,17,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226,1.542,0,,W,CTL,,4.583333333333333,1.25,1018.705698453527,1028.4123253342125,1
2219,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,00:22:16,1,4,35,0,0,1,2,AD,40,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.729,11.201,0,,BC,NCTL,D,4.583333333333333,1.25,1039.2643114824916,1007.8537123052479,1
