match_id,player1,player2,elapsed_time,set_no,point_no,p1_sets,p2_sets,game_no,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,player1_quality,player2_quality,elo1,elo2
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:07:12,1,66,0,0,12,6,5,0,0,2,2,1,34,32,2,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21.681,16.938,4,91,BC,NCTL,D,1.2,4.6,1106.836224,1019.879238
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:07:56,1,67,0,0,12,6,5,1,0,2,2,2,34,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.287,28.479,7,86,W,NCTL,ND,1.2,4.6,1121.932543,1004.782919
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:08:47,1,68,0,0,12,6,5,1,1,2,1,2,34,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.055,1.496,1,110,W,CTL,,1.2,4.6,1095.433327,1031.282135
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:09:10,1,69,0,0,12,6,5,1,2,2,1,2,34,35,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.702,6.154,1,103,W,NCTL,ND,1.2,4.6,1071.781889,1054.933573
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:09:35,1,70,0,0,12,6,5,1,3,2,2,2,34,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.886,13.003,3,85,BC,NCTL,D,1.2,4.6,1050.812782,1075.90268
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:10:23,1,71,0,0,13,6,6,0,0,1,1,1,35,36,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.093,4.097,1,123,C,CTL,,2.833333333,3,1032.254567,1094.460895
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:10:48,1,72,0,0,13,6,6,1,0,2,1,2,35,37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.347,7.357,1,110,W,CTL,ND,2.833333333,3,1055.797671,1070.917791
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:11:11,1,73,0,0,13,6,6,1,1,2,1,1,36,37,1,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22.182,16.207,6,113,BW,NCTL,ND,2.833333333,3,1036.667506,1090.047956
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:11:47,1,74,0,0,13,6,6,2,1,1,2,1,37,37,1,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21.707,27.162,7,96,W,CTL,ND,2.833333333,3,1059.71638,1066.999082
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:12:36,1,75,0,0,13,6,6,3,1,1,1,1,38,37,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.683,4.006,1,115,W,CTL,ND,2.833333333,3,1080.135544,1046.579918
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:13:36,1,76,0,0,13,6,6,4,1,2,1,1,39,37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.787,12.246,2,100,C,NCTL,D,2.833333333,3,1098.209911,1028.505551
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:14:34,1,77,0,0,13,6,6,5,1,2,1,2,39,38,1,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.997,8.138,3,111,C,NCTL,,2.833333333,3,1114.250388,1012.465074
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:15:09,1,78,0,0,13,6,6,5,2,1,1,1,40,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.716,5.836,1,119,C,NCTL,ND,2.833333333,3,1088.553218,1038.162244
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:16:18,1,79,0,0,13,6,6,6,2,1,1,2,40,39,1,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.856,15.535,4,112,BW,NCTL,,2.833333333,3,1105.672651,1021.042811
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:16:54,1,80,0,0,13,6,6,6,3,2,2,2,40,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.321,21.821,3,81,W,NCTL,ND,2.833333333,3,1080.895083,1045.820379
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:17:34,1,81,0,0,13,6,6,6,4,2,1,2,40,41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.164,6.978,1,118,C,NCTL,ND,2.833333333,3,1058.882852,1067.83261
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:18:05,1,82,0,0,13,6,6,6,5,1,2,1,41,41,1,1,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,27.479,26.922,7,100,BW,CTL,ND,2.833333333,3,1039.397928,1087.317534
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:20:42,2,83,1,0,1,0,0,0,0,2,1,2,41,42,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.169,8.657,3,100,W,CTL,ND,2.285714286,4.5,1062.139043,1064.576419
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:21:09,2,84,1,0,1,0,0,0,1,2,1,2,41,43,2,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30.043,19.127,5,102,BW,NCTL,,2.285714286,4.5,1042.279347,1084.436115
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:21:39,2,85,1,0,1,0,0,0,2,2,1,2,41,44,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897,1.035,1,127,C,NCTL,,2.285714286,4.5,1024.694246,1102.021216
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:21:56,2,86,1,0,1,0,0,0,3,2,2,2,41,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.686,3.794,1,89,W,CTL,ND,2.285714286,4.5,1009.073473,1117.641989
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:23:05,2,87,1,0,2,0,1,0,0,1,1,1,42,45,1,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.906,7.598,3,122,C,NCTL,ND,3.769230769,1,995.1274011,1131.588061
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:23:29,2,88,1,0,2,0,1,1,0,1,2,1,43,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.934,9.863,3,113,BC,NCTL,ND,3.769230769,1,1022.602236,1104.113226
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:24:08,2,89,1,0,2,0,1,2,0,1,1,1,44,45,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.085,5.635,1,116,W,CTL,ND,3.769230769,1,1047.210154,1079.505308
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:24:37,2,90,1,0,2,0,1,3,0,1,1,1,45,45,1,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,10.944,3,126,W,CTL,ND,3.769230769,1,1069.063876,1057.651586
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:25:09,2,91,1,0,3,1,1,0,0,2,1,1,46,45,2,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.982,14.333,4,107,C,NCTL,ND,2,4.5,1088.407168,1038.308294
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:25:39,2,92,1,0,3,1,1,1,0,2,1,2,46,46,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.047,10.068,1,104,BW,CTL,D,2,4.5,1105.543068,1021.172394
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:26:05,2,93,1,0,3,1,1,1,1,2,1,2,46,47,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.25,15.016,5,110,BC,NCTL,,2,4.5,1080.779571,1045.935891
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:26:30,2,94,1,0,3,1,1,1,2,2,2,1,47,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.456,6.763,2,104,C,CTL,ND,2,4.5,1058.780505,1067.934957
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:27:09,2,95,1,0,3,1,1,2,2,2,1,2,47,48,2,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.859,11.08,3,111,C,NCTL,,2,4.5,1079.307356,1047.408106
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:27:32,2,96,1,0,3,1,1,2,3,2,1,2,47,49,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.621,14.284,5,103,W,CTL,,2,4.5,1057.47623,1069.239232
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:29:11,2,97,1,0,4,1,2,0,0,1,1,1,48,49,1,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.552,13.393,3,122,C,NCTL,ND,4.052631579,0.4,1038.153104,1088.562358
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:29:37,2,98,1,0,4,1,2,1,0,1,1,1,49,49,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.202,0.816,1,114,C,NCTL,,4.052631579,0.4,1061.034702,1065.68076
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:30:02,2,99,1,0,4,1,2,2,0,1,1,1,50,49,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0.911,1,121,BC,NCTL,,4.052631579,0.4,1081.302135,1045.413327
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:30:25,2,100,1,0,4,1,2,3,0,1,2,2,50,50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.481,5.164,2,116,C,NCTL,ND,4.052631579,0.4,1099.243526,1027.471936
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:31:06,2,101,1,0,4,1,2,3,1,1,1,1,51,50,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762,0.65,1,122,C,NCTL,,4.052631579,0.4,1075.169803,1051.545659
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:32:00,2,102,1,0,5,2,2,0,0,2,1,2,51,51,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088,1.107,1,108,C,NCTL,,3,4.75,1093.81198,1032.903482
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:32:34,2,103,1,0,5,2,2,0,1,2,1,2,51,52,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.745,7.53,1,98,W,CTL,ND,3,4.75,1070.341288,1056.374175
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:32:56,2,104,1,0,5,2,2,0,2,2,1,2,51,53,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.057,13.81,5,111,C,NCTL,ND,3,4.75,1049.537709,1077.177753
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:33:19,2,105,1,0,5,2,2,0,3,2,1,2,51,54,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.967,15.536,3,105,BW,NCTL,,3,4.75,1031.125449,1095.590013
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:35:10,2,106,1,0,6,2,3,0,0,1,1,1,52,54,1,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.921,27.606,7,120,C,NCTL,D,3.235294118,1.75,1014.794322,1111.92114
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:35:49,2,107,1,0,6,2,3,1,0,1,1,1,53,54,1,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.829,6.287,3,122,BW,CTL,D,3.235294118,1.75,1040.244157,1086.471305
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:36:24,2,108,1,0,6,2,3,2,0,1,1,1,54,54,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.777,6.466,1,121,C,NCTL,ND,3.235294118,1.75,1062.889613,1063.825849
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:36:53,2,109,1,0,6,2,3,3,0,1,2,1,55,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.604,15.957,3,93,W,NCTL,D,3.235294118,1.75,1082.943507,1043.771955
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:37:43,2,110,1,0,7,3,3,0,0,2,1,1,56,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.112,6.757,2,105,W,CTL,D,2.611111111,4.166666667,1100.698117,1026.017345
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:38:04,2,111,1,0,7,3,3,1,0,2,1,1,57,54,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.698,12.495,2,102,W,CTL,,2.611111111,4.166666667,1116.464153,1010.251309
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:38:33,2,112,1,0,7,3,3,2,0,2,1,2,57,55,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.618,17.94,3,108,BC,NCTL,,2.611111111,4.166666667,1130.533656,996.1818061
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:39:03,2,113,1,0,7,3,3,2,1,2,1,2,57,56,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.703,12.949,3,102,W,CTL,,2.611111111,4.166666667,1103.163493,1023.551969
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:39:30,2,114,1,0,7,3,3,2,2,2,1,2,57,57,2,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.27,15.764,3,106,C,NCTL,,2.611111111,4.166666667,1078.659243,1048.056219
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:39:58,2,115,1,0,7,3,3,2,3,2,1,2,57,58,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.051,17.687,5,102,BW,NCTL,,2.611111111,4.166666667,1056.902133,1069.813329
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:41:36,2,116,1,0,8,3,4,0,0,1,2,1,58,58,1,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.346,16.442,5,111,W,CTL,ND,5.076923077,0.6,1037.64502,1089.070442
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:42:21,2,117,1,0,8,3,4,1,0,1,2,2,58,59,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.145,5.664,0,,B,CTL,,5.076923077,0.6,1060.583874,1066.131588
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:42:59,2,118,1,0,8,3,4,1,1,1,2,1,59,59,1,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.488,12.541,3,103,C,NCTL,ND,5.076923077,0.6,1040.903199,1085.812263
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:43:41,2,119,1,0,8,3,4,2,1,1,1,1,60,59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.983,19.115,3,120,BW,NCTL,ND,5.076923077,0.6,1063.474071,1063.241391
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:44:14,2,120,1,0,8,3,4,3,1,1,1,1,61,59,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158,1.004,1,109,W,CTL,,5.076923077,0.6,1083.460677,1043.254785
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:45:00,2,121,1,0,9,4,4,0,0,2,1,2,61,60,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.386,8.421,1,108,C,NCTL,ND,1.111111111,4.75,1101.156516,1025.558946
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:45:21,2,122,1,0,9,4,4,0,1,2,1,2,61,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.527,2.809,1,105,C,NCTL,D,1.111111111,4.75,1076.872171,1049.843292
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:45:52,2,123,1,0,9,4,4,0,2,2,1,2,61,62,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.048,6.166,1,108,C,NCTL,ND,1.111111111,4.75,1055.319394,1071.396068
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:46:12,2,124,1,0,9,4,4,0,3,2,1,2,61,63,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.154,5.524,1,105,W,CTL,ND,1.111111111,4.75,1036.244182,1090.47128
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:48:03,2,125,1,0,10,4,5,0,0,1,1,2,61,64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.623,22.209,6,117,BW,NCTL,ND,5,1.166666667,1019.340642,1107.37482
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:48:40,2,126,1,0,10,4,5,0,1,1,1,1,62,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.797,20.357,7,114,C,NCTL,D,5,1.166666667,1004.302559,1122.412903
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:49:20,2,127,1,0,10,4,5,1,1,1,2,2,62,65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.09,11.917,2,112,BW,NCTL,ND,5,1.166666667,1030.851194,1095.864268
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:50:04,2,128,1,0,10,4,5,1,2,1,1,1,63,65,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16.823,7.977,3,124,BW,NCTL,ND,5,1.166666667,1014.55057,1112.164892
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:50:40,2,129,1,0,10,4,5,2,2,1,1,1,64,65,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,2.694,1,120,C,NCTL,,5,1.166666667,1040.026374,1086.689088
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:51:01,2,130,1,0,10,4,5,3,2,1,2,1,65,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.398,4.921,1,95,BW,NCTL,D,5,1.166666667,1062.696461,1064.019001
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:51:47,2,131,1,0,11,5,5,0,0,2,1,2,65,66,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.689,10.318,1,106,C,NCTL,ND,0.888888889,4.6,1082.772592,1043.94287
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:52:06,2,132,1,0,11,5,5,0,1,2,1,2,65,67,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.579,10.338,3,101,BW,NCTL,,0.888888889,4.6,1060.546634,1066.168828
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:52:31,2,133,1,0,11,5,5,0,2,2,1,2,65,68,2,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.197,11.274,3,107,C,NCTL,,0.888888889,4.6,1040.870245,1085.845217
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:52:53,2,134,1,0,11,5,5,0,3,2,2,1,66,68,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.944,8.503,2,78,BW,NCTL,ND,0.888888889,4.6,1023.444848,1103.270614
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,3:53:37,2,135,1,0,11,5,5,1,3,2,1,2,66,69,2,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.211,11.045,3,105,C,NCTL,,0.888888889,4.6,1047.960803,1078.754659
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:13:21,2,136,1,0,12,5,6,0,0,1,1,1,67,69,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.215,1,1,121,C,NCTL,,4.909090909,1,1029.728813,1096.986649
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:13:40,2,137,1,0,12,5,6,1,0,1,2,2,67,70,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.978,35.883,8,99,BW,NCTL,ND,4.909090909,1,1053.552836,1073.162626
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:14:28,2,138,1,0,12,5,6,1,1,1,1,1,68,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.176,6.219,1,112,W,CTL,ND,4.909090909,1,1034.680469,1092.034993
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:14:56,2,139,1,0,12,5,6,2,1,1,1,1,69,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.079,6.592,1,118,C,NCTL,D,4.909090909,1,1057.952394,1068.763069
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:15:19,2,140,1,0,12,5,6,3,1,1,1,1,70,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.275,7.787,1,114,W,CTL,ND,4.909090909,1,1078.574505,1048.140957
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:16:00,2,141,1,0,13,6,6,0,0,2,1,2,70,71,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.966,19.717,3,,BC,NCTL,,3.380952381,2.8,1096.827076,1029.888386
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:16:29,2,142,1,0,13,6,6,0,1,1,2,1,71,71,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.57,9.164,3,110,C,NCTL,ND,3.380952381,2.8,1073.020756,1053.694706
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:17:14,2,143,1,0,13,6,6,1,1,1,1,1,72,71,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731,0.876,1,123,C,NCTL,,3.380952381,2.8,1091.909405,1034.806057
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:17:41,2,144,1,0,13,6,6,2,1,2,1,2,72,72,1,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.875,10.011,3,103,BW,NCTL,,3.380952381,2.8,1108.651554,1018.063908
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:18:08,2,145,1,0,13,6,6,2,2,2,1,2,72,73,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.207,8.381,1,102,C,NCTL,ND,3.380952381,2.8,1083.551949,1043.163513
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:18:36,2,146,1,0,13,6,6,2,3,1,1,1,73,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.019,6.303,1,118,BW,NCTL,ND,3.380952381,2.8,1061.23742,1065.478042
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:19:24,2,147,1,0,13,6,6,3,3,1,1,1,74,73,1,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18.354,16.588,5,123,C,NCTL,ND,3.380952381,2.8,1081.481518,1045.233944
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:20:02,2,148,1,0,13,6,6,4,3,2,1,1,75,73,1,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.92,6.214,2,103,W,CTL,D,3.380952381,2.8,1099.402477,1027.312985
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:20:30,2,149,1,0,13,6,6,5,3,2,1,1,76,73,1,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.461,7.04,2,109,C,NCTL,ND,3.380952381,2.8,1115.311217,1011.404245
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:21:02,2,150,1,0,13,6,6,6,3,1,1,1,77,73,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.148,8.751,1,121,C,NCTL,ND,3.380952381,2.8,1129.502022,997.2134397
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:23:20,3,151,2,0,1,0,0,0,0,1,1,1,78,73,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,0.823,1,128,C,NCTL,,3.823529412,0.8,1142.234726,984.4807362
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:23:38,3,152,2,0,1,0,0,1,0,1,1,2,78,74,1,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.067,6.047,2,113,C,NCTL,ND,3.823529412,0.8,1153.730237,972.9852252
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:24:27,3,153,2,0,1,0,0,1,1,1,1,1,79,74,1,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15.445,40.663,5,121,C,NCTL,ND,3.823529412,0.8,1124.172749,1002.542713
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:25:24,3,154,2,0,1,0,0,2,1,1,2,1,80,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.812,6.421,1,94,BW,NCTL,D,3.823529412,0.8,1137.44383,989.2716319
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:26:05,3,155,2,0,1,0,0,3,1,1,1,1,81,74,1,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16.186,15.474,5,114,BW,NCTL,,3.823529412,0.8,1149.396425,977.3190372
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,4:27:10,3,156,2,0,2,1,0,0,0,2,1,2,81,75,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.578,6.389,1,100,B,NCTL,ND,2.5,3.666666667,1160.228507,966.4869548
